,Name,Brand,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Price
294,Land Rover Range Rover HSE Dynamic,Land,44000,Diesel,Automatic,First,2179,44.0
295,Volkswagen Vento Diesel Trendline,Volkswagen,108626,Diesel,Manual,First,1598,3.65
296,Maruti Omni 8 Seater BSIV,Maruti,71791,Petrol,Manual,First,796,2.05
297,Honda Brio 1.2 VX MT,Honda,91931,Petrol,Manual,First,1198,3.13
298,Tata Indica Vista Aura 1.3 Quadrajet,Tata,91183,Diesel,Manual,First,1248,2.85
299,Maruti Wagon R LXI BS IV,Maruti,65000,Petrol,Manual,First,998,2.65
300,Mahindra XUV500 W8 4WD,Mahindra,88428,Diesel,Manual,First,2179,10.6
301,Tata Indigo LS Dicor,Tata,138000,Diesel,Manual,Second,1396,1.25
302,Maruti Ertiga Paseo VXI,Maruti,18000,Petrol,Manual,First,1373,8.25
303,Honda Accord 2.4 A/T,Honda,60000,Petrol,Automatic,First,2354,4.45
304,Maruti Swift Dzire VDi,Maruti,48000,Diesel,Manual,First,1248,3.7
305,Ford Fiesta EXi 1.4 TDCi Ltd,Ford,160000,Diesel,Manual,First,1399,2.8
306,Honda City ZX GXi,Honda,40000,Petrol,Manual,First,1497,1.8
307,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,51495,Diesel,Automatic,First,1968,21.95
308,Hyundai i20 1.4 CRDi Asta,Hyundai,83000,Diesel,Manual,First,1396,5.5
309,Hyundai i10 Sportz AT,Hyundai,37000,Petrol,Automatic,Third,1197,2.95
310,Honda Jazz 1.2 V CVT i VTEC,Honda,28503,Petrol,Automatic,First,1199,6.86
311,Maruti Swift VDI BSIV,Maruti,76496,Diesel,Manual,First,1248,6.15
312,Hyundai i20 Asta 1.2,Hyundai,79152,Petrol,Manual,Second,1197,3.3
313,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,32000,Petrol,Manual,First,1198,2.55
314,Maruti Alto LXi,Maruti,35000,Petrol,Manual,First,796,1.5
315,Toyota Corolla H4,Toyota,105000,Petrol,Automatic,Second,1794,2.5
316,Maruti Alto LXi,Maruti,56000,Petrol,Manual,Second,796,1.4
317,Tata Manza ELAN Quadrajet BS IV,Tata,73000,Diesel,Manual,First,1248,3.4
318,Maruti Alto LXi,Maruti,38000,Petrol,Manual,First,796,2.25
319,Skoda Octavia Ambition Plus 2.0 TDI AT,Skoda,775000,Diesel,Automatic,First,1968,7.5
320,Toyota Corolla H4,Toyota,80000,Petrol,Automatic,First,1794,2.8
321,Hyundai i20 Asta Option 1.2,Hyundai,24973,Petrol,Manual,First,1197,7.66
322,Maruti Vitara Brezza LDi,Maruti,45000,Diesel,Manual,First,1248,7.15
323,Honda City 1.5 V MT,Honda,87430,Petrol,Manual,First,1497,3.5
324,Tata Indica Vista Aqua 1.3 Quadrajet,Tata,133944,Diesel,Manual,Second,1248,3.5
325,Honda Amaze S i-Dtech,Honda,57000,Diesel,Manual,First,1498,3.45
326,Hyundai EON D Lite Plus,Hyundai,27904,Petrol,Manual,First,814,3.55
327,BMW 3 Series Luxury Line,BMW,30717,Diesel,Automatic,Second,1995,25.99
328,Hyundai Verna 1.6 SX,Hyundai,80000,Diesel,Manual,First,1582,5.25
329,Tata Manza Club Class Quadrajet90 LS,Tata,47304,Diesel,Manual,First,1248,2.9
330,Skoda Octavia RS,Skoda,100000,Petrol,Automatic,First,1984,2.05
331,Maruti Alto K10 VXI,Maruti,30000,Petrol,Manual,First,998,3.75
332,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,68000,Diesel,Manual,First,1498,6.75
333,Chevrolet Spark 1.0 LS,Chevrolet,21000,Petrol,Manual,Second,995,0.95
334,Jaguar XF 2.0 Diesel Portfolio,Jaguar,21000,Diesel,Automatic,First,1999,52.0
335,Honda CR-V RVi MT,Honda,119000,Petrol,Manual,Third,1997,3.91
336,Skoda Superb L&K 1.8 TSI AT,Skoda,13747,Petrol,Automatic,First,1798,27.3
337,Hyundai i10 Magna 1.2,Hyundai,620000,Petrol,Manual,First,1197,2.7
338,Maruti Swift LDI,Maruti,70000,Diesel,Manual,First,1248,3.5
339,Maruti Swift Dzire VXi AT,Maruti,18000,Petrol,Automatic,First,1197,6.2
340,Nissan Micra Diesel XV,Nissan,83000,Diesel,Manual,First,1461,2.75
341,Maruti Swift Dzire Tour LDI,Maruti,130000,Diesel,Manual,First,1248,3.25
342,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,63400,Diesel,Manual,First,1399,3.25
343,Maruti Zen LX,Maruti,65000,Petrol,Manual,First,993,0.65
344,Mini Clubman Cooper S,Mini,8350,Petrol,Manual,First,1998,35.0
345,Toyota Etios GD,Toyota,45000,Diesel,Manual,First,1364,3.25
346,Maruti Alto 800 2016-2019 LXI,Maruti,26200,Petrol,Manual,First,796,2.9
347,Maruti Alto VXi,Maruti,11000,Petrol,Manual,Third,796,2.9
348,BMW X5 3.0d,BMW,90000,Diesel,Automatic,Second,2993,17.75
349,Nissan Teana XV,Nissan,74000,Petrol,Automatic,Second,2496,8.25
350,Hyundai Grand i10 AT Asta,Hyundai,37081,Petrol,Automatic,First,1197,5.77
351,Maruti Vitara Brezza ZDi Plus,Maruti,39000,Diesel,Manual,First,1248,9.49
352,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,99000,Diesel,Automatic,Third,2967,12.95
353,Mercedes-Benz GLA Class 200 CDI,Mercedes-Benz,38000,Diesel,Automatic,First,2143,20.0
354,Maruti 800 AC,Maruti,72000,Petrol,Manual,Third,796,1.0
355,Renault Duster 85PS Diesel RxL,Renault,93000,Diesel,Manual,Second,1461,7.1
356,Toyota Corolla Altis D-4D GL,Toyota,5900,Diesel,Manual,First,1364,16.5
357,Mercedes-Benz New C-Class 220,Mercedes-Benz,25000,Diesel,Manual,First,2148,26.0
358,Maruti Ritz VDi,Maruti,68000,Diesel,Manual,Second,1248,3.2
359,Honda BRV i-VTEC V CVT,Honda,35676,Petrol,Automatic,First,1497,9.48
360,Hyundai Xcent 1.1 CRDi Base,Hyundai,74310,Diesel,Manual,First,1120,4.0
361,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Mercedes-Benz,59364,Diesel,Automatic,First,2143,26.5
362,Mercedes-Benz B Class B180,Mercedes-Benz,41380,Petrol,Automatic,Second,1595,11.77
363,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Mercedes-Benz,33900,Diesel,Automatic,First,2143,37.0
364,Honda City i VTEC VX Option,Honda,28000,Petrol,Manual,First,1497,8.75
365,Honda City 1.5 S MT,Honda,93982,Petrol,Manual,First,1497,3.75
366,Hyundai Verna Transform VTVT,Hyundai,95000,Petrol,Manual,First,1599,2.5
367,Jaguar XE Portfolio,Jaguar,9000,Petrol,Automatic,First,1999,34.5
368,Honda Amaze S i-Vtech,Honda,52516,Petrol,Manual,First,1198,4.65
369,Mini Cooper Convertible 1.6,Mini,20000,Petrol,Automatic,First,1598,32.0
370,Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedes-Benz,56451,Diesel,Automatic,First,2987,62.81
371,Hyundai EON Magna Plus,Hyundai,37000,Petrol,Manual,First,814,3.25
372,Maruti Wagon R VXI BS IV,Maruti,17400,Petrol,Manual,First,998,3.1
373,Maruti Ritz LDi,Maruti,90207,Diesel,Manual,First,1248,3.91
374,BMW 3 Series 320d Sedan,BMW,89616,Diesel,Automatic,First,1995,11.0
375,Tata Xenon XT EX 4X2,Tata,85000,Diesel,Manual,First,2179,3.5
376,Audi A3 35 TDI Attraction,Audi,79271,Diesel,Automatic,First,1968,16.5
377,Land Rover Range Rover 2.2L Dynamic,Land,56000,Diesel,Automatic,First,2179,30.0
378,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedes-Benz,85001,Diesel,Automatic,Second,2987,28.0
379,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,12000,Diesel,Automatic,First,2477,28.0
380,Maruti Alto LX,Maruti,125000,Petrol,Manual,First,796,0.92
381,Maruti Wagon R LXI BSIII,Maruti,53000,Petrol,Manual,First,1061,2.75
382,Land Rover Range Rover 2.2L Prestige,Land,34990,Diesel,Automatic,First,2179,53.83
383,Hyundai Verna 1.6 SX VTVT,Hyundai,49768,Petrol,Manual,Second,1591,4.95
384,BMW 5 Series 525d Sedan,BMW,56000,Diesel,Automatic,First,2993,33.5
385,Jaguar XF Diesel,Jaguar,75000,Diesel,Automatic,First,2993,27.95
386,Skoda Superb Elegance 1.8 TSI AT,Skoda,57000,Petrol,Automatic,First,1798,7.25
387,Audi Q3 35 TDI Quattro Premium,Audi,37542,Diesel,Automatic,First,1968,25.71
388,Land Rover Range Rover 2.2L Pure,Land,95649,Diesel,Automatic,First,2179,29.67
389,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,35299,Diesel,Automatic,First,2143,19.0
390,Mahindra Scorpio S10 4WD,Mahindra,28464,Diesel,Manual,First,2179,13.05
391,BMW 3 Series Luxury Line,BMW,41000,Diesel,Automatic,First,1995,25.5
392,Honda BR-V i-VTEC S MT,Honda,9000,Petrol,Manual,First,1497,8.5
393,Volvo S80 2006-2013 D5,Volvo,92098,Diesel,Automatic,Second,2400,7.25
394,Hyundai Accent GLE,Hyundai,5834,Petrol,Manual,First,1495,0.8
395,Hyundai i20 Active SX Petrol,Hyundai,40250,Petrol,Manual,First,1197,6.9
396,Mercedes-Benz GLC 43 AMG Coupe,Mercedes-Benz,22397,Petrol,Automatic,First,2996,70.99
397,Hyundai EON Magna Plus,Hyundai,20800,Petrol,Manual,Second,814,2.25
398,Hyundai Grand i10 SportZ Edition,Hyundai,40322,Petrol,Manual,First,1197,5.5
399,Honda City 1.5 EXI S,Honda,52576,Petrol,Manual,First,1493,4.35
400,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,55000,Petrol,Manual,First,1198,2.25
401,Audi A6 35 TFSI Matrix,Audi,47000,Petrol,Automatic,First,1798,24.5
402,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,23163,Petrol,Manual,First,1591,12.03
403,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mercedes-Benz,50000,Petrol,Automatic,Second,1796,8.5
404,Mini Cooper Convertible S,Mini,11900,Petrol,Automatic,First,1998,28.5
405,Toyota Etios VD,Toyota,37000,Diesel,Manual,First,1364,5.75
406,Honda Brio S MT,Honda,30000,Petrol,Manual,Second,1198,3.2
407,Maruti Baleno Alpha Automatic,Maruti,12831,Petrol,Automatic,First,1197,9.89
408,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,143017,Diesel,Automatic,First,1968,6.58
409,Hyundai EON Era Plus,Hyundai,13102,Petrol,Manual,First,814,4.06
410,Renault Captur 1.5 Diesel RXL,Renault,24950,Diesel,Manual,First,1461,13.37
411,BMW 5 Series 2003-2012 GT 530d LE,BMW,57832,Diesel,Automatic,First,2993,25.82
412,Maruti Alto 800 LXI,Maruti,34267,Petrol,Manual,First,796,3.74
413,Volvo V40 D3,Volvo,33000,Diesel,Automatic,Second,1984,22.0
414,Maruti Wagon R LXI BSII,Maruti,55100,Petrol,Manual,First,998,1.45
415,Honda City ZX GXi,Honda,40000,Petrol,Manual,First,1497,2.0
416,Chevrolet Enjoy 1.4 LS 8,Chevrolet,15000,Petrol,Manual,First,1399,3.75
417,Mahindra Bolero ZLX,Mahindra,82756,Diesel,Manual,First,2523,7.7
418,Hyundai EON D Lite,Hyundai,20600,Petrol,Manual,First,814,2.6
419,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,29952,Petrol,Automatic,First,1591,13.77
420,Volkswagen Vento 1.6 Comfortline,Volkswagen,15000,Petrol,Manual,Second,1598,7.1
421,Honda Civic 2006-2010 1.8 S AT,Honda,61938,Petrol,Automatic,Second,1799,2.65
422,Tata Indica Vista Quadrajet LS,Tata,67000,Diesel,Manual,First,1248,2.5
423,Mahindra XUV500 W8 2WD,Mahindra,61672,Diesel,Manual,First,2179,7.53
424,Hyundai i20 1.2 Asta Option,Hyundai,26185,Petrol,Manual,First,1197,7.98
425,Audi Q5 30 TDI quattro Premium Plus,Audi,38000,Diesel,Automatic,Second,1968,39.0
426,Maruti Ritz VXi,Maruti,67000,Petrol,Manual,Second,1197,2.25
427,Mitsubishi Cedia Sports,Mitsubishi,66000,Petrol,Manual,Second,1999,3.85
428,Toyota Innova 2.5 V Diesel 7-seater,Toyota,80883,Diesel,Manual,First,2494,13.5
429,Maruti Celerio LDi,Maruti,80219,Diesel,Manual,First,793,3.5
430,Maruti S-Cross Delta DDiS 200 SH,Maruti,12923,Diesel,Manual,First,1248,8.92
431,Audi Q3 35 TDI Quattro Premium Plus,Audi,86642,Diesel,Automatic,First,1968,20.37
432,BMW 3 Series Luxury Line,BMW,19235,Diesel,Automatic,First,1995,36.5
433,Hyundai i20 2015-2017 Asta 1.2,Hyundai,6800,Petrol,Manual,First,1197,7.2
434,Renault Duster 110PS Diesel RxL,Renault,82749,Diesel,Manual,First,1461,5.99
435,Hyundai Xcent 1.1 CRDi S Celebration Edition,Hyundai,51000,Diesel,Manual,First,1120,5.25
436,Ford Ecosport 1.5 DV5 MT Titanium,Ford,31465,Diesel,Manual,First,1498,6.5
437,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,76476,Petrol,Manual,First,1198,4.4
438,Hyundai Grand i10 CRDi Magna,Hyundai,14000,Diesel,Manual,First,1120,4.6
439,Tata Manza Aqua Quadrajet BS IV,Tata,47000,Diesel,Manual,First,1248,2.95
440,Honda City 1.5 V MT,Honda,48466,Petrol,Manual,First,1497,3.26
441,Hyundai Santro Xing GLS,Hyundai,46000,Petrol,Manual,Second,1086,2.22
442,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,162663,Diesel,Manual,First,2494,10.5
443,Maruti Ciaz 1.3 S,Maruti,25142,Diesel,Manual,First,1248,8.26
444,Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,69000,Diesel,Manual,First,2982,14.45
445,Mercedes-Benz E-Class E 220 d,Mercedes-Benz,26405,Petrol,Automatic,First,1950,51.43
446,Mercedes-Benz New C-Class 220 CDI MT,Mercedes-Benz,45000,Diesel,Manual,First,2148,23.0
447,Skoda Yeti Ambition 4X2,Skoda,64284,Diesel,Manual,First,1968,5.5
448,Hyundai Grand i10 Sportz,Hyundai,27000,Petrol,Manual,First,1197,4.5
449,Ford Figo 2015-2019 1.2P Titanium MT,Ford,3678,Petrol,Manual,First,1196,6.8
450,Skoda Octavia Ambition 1.4 TSI MT,Skoda,21000,Petrol,Manual,First,1395,8.75
451,Renault Duster 85PS Diesel RxL Option,Renault,67000,Diesel,Manual,Second,1461,7.0
452,Land Rover Range Rover Evoque 2.0 TD4 Pure,Land,24000,Diesel,Automatic,Second,1999,33.5
453,Ford Figo Diesel EXI,Ford,75000,Diesel,Manual,Second,1399,2.25
454,Ford Endeavour Hurricane Limited Edition,Ford,179000,Diesel,Automatic,Second,2953,4.24
455,Toyota Fortuner 4x4 MT,Toyota,47198,Diesel,Manual,First,2982,28.42
456,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,52000,Diesel,Manual,First,1199,2.75
457,Maruti Ritz VDi,Maruti,91000,Diesel,Manual,First,1248,3.0
458,Nissan Micra Diesel XV Premium,Nissan,60000,Diesel,Manual,First,1461,3.55
459,Hyundai Verna 1.6 SX,Hyundai,37873,Diesel,Manual,First,1582,4.8
460,BMW 5 Series 2003-2012 523i,BMW,31000,Petrol,Automatic,First,2497,13.5
461,Honda CR-V 2.4L 4WD AT,Honda,78000,Petrol,Automatic,First,2354,3.99
462,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,32000,Diesel,Automatic,First,1582,15.5
463,Hyundai i10 Era,Hyundai,59000,Petrol,Manual,Second,1086,2.32
464,Mercedes-Benz A Class A200 CDI Sport,Mercedes-Benz,35437,Diesel,Automatic,First,2143,18.58
465,Maruti Ertiga VXI,Maruti,98000,Petrol,Manual,First,1373,5.5
466,Skoda Octavia Classic 1.9 TDI MT,Skoda,72000,Diesel,Manual,Second,1896,3.2
467,Honda Amaze VX i-Vtech,Honda,79000,Petrol,Manual,First,1198,4.0
468,Maruti Zen LXi BSII,Maruti,29000,Petrol,Manual,First,993,1.6
469,Maruti SX4 ZXI MT BSIV,Maruti,66012,Petrol,Manual,First,1586,4.15
470,Honda Brio VX AT,Honda,35000,Petrol,Automatic,First,1198,4.25
471,Maruti Wagon R VXI,Maruti,75000,Petrol,Manual,First,998,2.6
472,Toyota Camry A/T,Toyota,80000,Petrol,Automatic,Second,2362,3.43
473,Chevrolet Beat LS,Chevrolet,32717,Petrol,Manual,First,1199,2.55
474,Toyota Fortuner 4x4 AT,Toyota,25000,Diesel,Automatic,First,2982,32.0
475,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,79000,Diesel,Manual,First,1498,6.25
476,Maruti Swift Vdi BSIII,Maruti,86000,Diesel,Manual,Second,1248,3.6
477,Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedes-Benz,137000,Diesel,Automatic,First,2987,18.5
478,Honda Mobilio S i VTEC,Honda,25000,Petrol,Manual,Second,1497,4.25
479,Hyundai Grand i10 Sportz,Hyundai,8500,Petrol,Manual,Second,1197,4.8
480,Mahindra XUV500 AT W8 FWD,Mahindra,34000,Diesel,Automatic,First,2179,13.0
481,Skoda Fabia 1.6 MPI Elegance,Skoda,41629,Petrol,Manual,Second,1598,2.25
482,Hyundai Santro Xing GLS,Hyundai,80227,Petrol,Manual,First,1086,2.3
483,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,8587,Petrol,Manual,First,1591,13.56
484,Mahindra Scorpio 1.99 S8,Mahindra,30000,Diesel,Manual,First,1997,12.25
485,Skoda Rapid 1.6 TDI Ambition,Skoda,64186,Diesel,Manual,First,1598,3.76
486,Renault Duster 110PS Diesel RxZ,Renault,76427,Diesel,Manual,First,1461,8.58
487,BMW X5 xDrive 30d,BMW,75000,Diesel,Automatic,First,2993,27.5
488,Toyota Etios G,Toyota,27075,Petrol,Manual,First,1496,4.95
489,Maruti Wagon R LXI,Maruti,30000,Petrol,Manual,First,998,3.3
490,Hyundai Creta 1.6 SX,Hyundai,69434,Petrol,Manual,First,1591,8.0
491,Maruti Celerio VXI,Maruti,56000,Petrol,Manual,First,998,2.79
492,Land Rover Range Rover HSE Dynamic,Land,49275,Diesel,Automatic,First,2179,45.64
493,Chevrolet Beat LT,Chevrolet,8700,Petrol,Manual,First,1199,2.55
494,Tata Nano Twist XT,Tata,18000,Petrol,Manual,Second,624,1.0
495,Audi A6 2011-2015 35 TDI Technology,Audi,41041,Diesel,Automatic,First,1968,37.56
496,Mercedes-Benz E-Class 280 CDI,Mercedes-Benz,80464,Diesel,Automatic,Second,2987,9.29
497,Maruti Swift VXI,Maruti,20667,Petrol,Manual,First,1197,6.37
498,Fiat Linea T Jet,Fiat,60283,Petrol,Manual,First,1368,2.98
499,Maruti Swift VXI Optional,Maruti,31696,Petrol,Manual,First,1197,5.75
500,Toyota Fortuner 3.0 Diesel,Toyota,100000,Diesel,Manual,First,2982,13.0
501,Maruti Ertiga ZXI,Maruti,13361,Petrol,Manual,First,1373,6.8
502,BMW 3 Series 320i Sedan,BMW,48394,Petrol,Automatic,First,1995,10.49
503,Maruti Ertiga VXI,Maruti,47399,Petrol,Manual,First,1373,5.6
504,Honda City 1.5 V AT,Honda,69000,Petrol,Automatic,Second,1497,2.85
505,Hyundai Santa Fe 4X4,Hyundai,65278,Diesel,Manual,First,2199,8.36
506,Tata Indigo LS,Tata,108000,Diesel,Manual,First,1405,1.0
507,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Mercedes-Benz,50645,Petrol,Automatic,Second,2497,10.75
508,Maruti Swift Dzire LDi,Maruti,130002,Diesel,Manual,First,1248,3.85
509,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,107000,Diesel,Manual,First,1399,3.0
510,Honda City i VTEC CVT VX,Honda,41950,Petrol,Automatic,First,1497,9.6
511,Toyota Fortuner 4x2 Manual,Toyota,109000,Diesel,Manual,First,2982,13.25
512,Honda Amaze VX O i VTEC,Honda,9000,Petrol,Manual,First,1198,5.75
513,Hyundai i20 Asta 1.4 CRDi,Hyundai,43900,Diesel,Manual,First,1396,6.75
514,Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,64000,Diesel,Manual,Second,1248,4.85
515,Mercedes-Benz New C-Class Progressive C 200,Mercedes-Benz,13190,Petrol,Automatic,First,1950,38.99
516,Maruti SX4 ZXI AT Leather,Maruti,77652,Petrol,Automatic,First,1586,2.85
517,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,55000,Diesel,Manual,First,2494,9.51
518,BMW 5 Series 2003-2012 520d,BMW,59900,Diesel,Automatic,Second,1995,18.5
519,Renault Duster 110PS Diesel RxZ,Renault,73539,Diesel,Manual,First,1461,6.75
520,BMW X1 sDrive 20d xLine,BMW,31645,Diesel,Automatic,First,1995,29.4
521,Honda City ZX GXi,Honda,69690,Petrol,Manual,First,1497,3.29
522,Maruti Ciaz RS ZDi Plus SHVS,Maruti,41000,Diesel,Manual,First,1248,9.5
523,Maruti Swift Dzire VXi,Maruti,109200,Petrol,Manual,Second,1298,2.2
524,Mahindra XUV500 W6 2WD,Mahindra,80000,Diesel,Manual,First,2179,6.5
525,Honda Civic 2006-2010 1.8 S MT,Honda,51000,Petrol,Manual,First,1799,4.9
526,Maruti Ertiga ZDI,Maruti,105000,Diesel,Manual,Second,1248,6.75
527,Toyota Etios Liva GD,Toyota,179000,Diesel,Manual,First,1364,3.8
528,Audi TT 2.0 TFSI,Audi,12100,Petrol,Automatic,First,1984,29.5
529,Skoda Rapid 1.5 TDI Style,Skoda,31000,Diesel,Manual,First,1498,10.5
530,Volkswagen Polo 1.5 TDI Highline,Volkswagen,50000,Diesel,Manual,First,1498,6.2
531,Skoda Laura 1.9 TDI AT Elegance,Skoda,48000,Diesel,Automatic,First,1896,5.0
532,Mahindra Renault Logan 1.5 DLE Diesel,Mahindra,35000,Diesel,Manual,First,1461,2.3
533,Toyota Innova Crysta 2.8 GX AT,Toyota,100200,Diesel,Automatic,First,2755,17.0
534,BMW 3 Series 320d Luxury Line,BMW,47000,Diesel,Automatic,First,1995,25.5
535,Honda Jazz 1.5 S i DTEC,Honda,63642,Diesel,Manual,First,1498,5.65
536,Honda Amaze VX i-DTEC,Honda,62550,Diesel,Manual,First,1498,5.6
537,Jaguar XF 2.2 Litre Luxury,Jaguar,37340,Diesel,Automatic,First,2179,29.98
538,Maruti Swift Dzire VDI,Maruti,38461,Diesel,Manual,First,1248,7.39
539,Jeep Compass 2.0 Limited,Jeep,29000,Diesel,Manual,First,1956,19.0
540,Toyota Corolla Altis 1.8 Sport,Toyota,31000,Petrol,Manual,First,1794,5.0
541,Honda City 1.5 V MT,Honda,42086,Petrol,Manual,First,1497,3.35
542,Maruti Swift ZXI,Maruti,49000,Petrol,Manual,First,1197,4.45
543,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,77240,Diesel,Automatic,First,1582,8.31
544,Mahindra Bolero ZLX,Mahindra,105000,Diesel,Manual,Second,2523,6.0
545,Maruti Swift VDI,Maruti,35000,Diesel,Manual,First,1248,5.25
546,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,202082,Diesel,Automatic,First,1968,12.3
547,Ford Ikon 1.3 LXi NXt,Ford,129000,Petrol,Manual,Third,1299,1.5
548,Volkswagen Polo 1.5 TDI Highline,Volkswagen,33558,Diesel,Manual,First,1498,8.12
549,Mahindra Bolero VLX CRDe,Mahindra,60271,Diesel,Manual,First,2523,6.12
550,Honda City i DTEC VX Option,Honda,45366,Diesel,Manual,First,1498,10.88
551,Chevrolet Sail Hatchback 1.2 LS,Chevrolet,9500,Petrol,Manual,First,1199,3.5
552,Hyundai i20 1.2 Spotz,Hyundai,42362,Petrol,Manual,First,1197,6.15
553,BMW X1 sDrive 20d Sportline,BMW,21000,Diesel,Automatic,First,1995,33.0
554,BMW X1 sDrive 20d Exclusive,BMW,15200,Diesel,Automatic,First,1995,13.5
555,Toyota Fortuner 4x2 AT,Toyota,43690,Diesel,Automatic,First,2982,17.11
556,Maruti Ertiga VDI,Maruti,53073,Diesel,Manual,First,1248,5.95
557,Hyundai i20 1.2 Magna,Hyundai,59000,Petrol,Manual,First,1197,5.75
558,Mercedes-Benz S Class 2005 2013 S 350 L,Mercedes-Benz,47088,Petrol,Automatic,Second,3498,19.0
559,Renault Duster 85PS Diesel RxL,Renault,55000,Diesel,Manual,First,1461,4.75
560,Mahindra Quanto C2,Mahindra,80430,Diesel,Manual,Second,1493,3.3
561,Toyota Fortuner 4x2 AT,Toyota,71932,Diesel,Automatic,First,2982,16.5
562,Maruti Swift Dzire VDi,Maruti,81759,Diesel,Manual,First,1248,4.39
563,Maruti Swift LDI Optional,Maruti,52010,Diesel,Manual,First,1248,6.2
564,Audi A6 2011-2015 35 TFSI Technology,Audi,58953,Petrol,Automatic,First,1984,24.22
565,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mitsubishi,93000,Diesel,Manual,Third,2835,5.45
566,Jaguar XF 2.2 Litre Executive,Jaguar,10000,Diesel,Automatic,First,2179,44.0
567,Toyota Innova Crysta 2.8 ZX AT,Toyota,40674,Diesel,Automatic,First,2755,24.82
568,Skoda Octavia Ambition 2.0 TDI AT,Skoda,50000,Diesel,Automatic,First,1968,11.69
569,Toyota Corolla Altis VL AT,Toyota,1331,Petrol,Automatic,First,1798,20.0
570,Maruti Omni 8 Seater BSII,Maruti,60000,Petrol,Manual,First,796,1.45
571,Mercedes-Benz GLC 220d 4MATIC Style,Mercedes-Benz,10003,Diesel,Automatic,First,2143,48.5
572,Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,25000,Diesel,Automatic,First,1498,9.45
573,Mahindra XUV500 W10 2WD,Mahindra,73000,Diesel,Manual,First,2179,12.5
574,Nissan Terrano XL 85 PS,Nissan,59962,Diesel,Manual,First,1461,6.9
575,Hyundai Verna 1.6 SX CRDi (O),Hyundai,72000,Diesel,Manual,Second,1582,5.8
576,BMW 5 Series 2013-2017 530d M Sport,BMW,20967,Diesel,Automatic,First,2993,44.56
577,Mahindra Scorpio S4 Plus,Mahindra,35000,Diesel,Manual,Second,2179,8.5
578,Hyundai Verna 1.6 CRDi SX,Hyundai,38056,Diesel,Manual,First,1582,10.7
579,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,94000,Diesel,Automatic,Second,2967,12.0
580,Chevrolet Aveo U-VA 1.2 LT,Chevrolet,64236,Petrol,Manual,First,1150,2.44
581,Mahindra Bolero ZLX BSIII,Mahindra,124000,Diesel,Manual,First,2523,1.95
582,Hyundai Xcent 1.2 Kappa S,Hyundai,7400,Petrol,Manual,First,1197,4.35
583,Toyota Innova Crysta 2.4 GX MT 8S,Toyota,52000,Diesel,Manual,First,2393,17.5
584,Hyundai EON Era Plus,Hyundai,68764,Petrol,Manual,First,814,2.9
585,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,64000,Diesel,Manual,First,1199,2.9
586,Maruti Vitara Brezza ZDi,Maruti,21558,Diesel,Manual,First,1248,8.9
587,BMW 3 Series 320d Prestige,BMW,37500,Diesel,Automatic,First,1995,16.75
588,Hyundai EON Sportz,Hyundai,14077,Petrol,Manual,First,814,3.95
589,Honda City 1.5 S MT,Honda,70000,Petrol,Manual,First,1497,2.1
590,Honda Accord 2.4 MT,Honda,54316,Petrol,Manual,Second,2354,4.29
591,Mahindra Xylo E8,Mahindra,90764,Diesel,Manual,First,2498,3.85
592,BMW 3 Series 320d,BMW,137000,Diesel,Automatic,Second,1995,9.0
